tradeCreatedAt,orderId,symbol,side,price,size,funds,fee,liquidity,feeCurrency,orderType
11/9/22 3:01,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.573,33.2731,251.9771863,0.251977186,taker,USDT,market
11/9/22 3:01,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.567,7.3636,55.7203612,0.055720361,taker,USDT,market
11/9/22 3:01,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.563,6.7,50.6721,0.0506721,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019133,39945.5858,7.642788931,0.007642789,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,43898.0976,8.399461995,0.008399462,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,3128.9617,0.598695532,0.000598696,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,12232.3859,2.340544718,0.002340545,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,3950.409,0.755871258,0.000755871,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,11797.9397,2.257417782,0.002257418,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,4947.6178,0.94667719,0.000946677,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,40000,7.6536,0.0076536,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019135,5043.2618,0.965028145,0.000965028,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019135,2333.7134,0.446556059,0.000446556,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,751605.2479,143.8271802,0.14382718,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,6650.5879,1.272656501,0.001272657,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,1983.9214,0.379643199,0.000379643,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,5716.483,1.093906187,0.001093906,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,3214.673,0.615159825,0.00061516,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,2144.3698,0.410346605,0.000410347,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019137,17968.8389,3.4386967,0.003438697,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019137,3341.2778,0.639420333,0.00063942,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019137,30225.6557,5.784283731,0.005784284,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019137,65246.4968,12.48622209,0.012486222,taker,USDT,market
11/9/22 3:00,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,48065.8426,9.198840957,0.009198841,taker,USDT,market
