tradeCreatedAt,orderId,symbol,side,price,size,funds,fee,liquidity,feeCurrency,orderType,
2022-11-09 13:08:42,636b35da5f5239000164ab31,FTT-USDT,buy,3.91,7.3636,28.791676,0.028791676,taker,USDT,limit,
2022-11-09 04:09:34,636ab77dfe97f30001fda7c9,FTT-USDT,buy,4.797,68.0564,326.4665508,0.3264665508,taker,USDT,market,
2022-11-09 03:31:38,636aae9af2c2e90001829a8e,FTT-USDT,sell,3.396,56.7712,192.7949952,0.1927949952,taker,USDT,market,
2022-11-09 03:31:38,636aae9af2c2e90001829a8e,FTT-USDT,sell,3.4,1.4706,5.00004,0.00500004,taker,USDT,market,
2022-11-09 03:31:38,636aae9af2c2e90001829a8e,FTT-USDT,sell,3.4,1.312,4.4608,0.0044608,taker,USDT,market,
2022-11-09 03:01:47,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.61,10.0554,76.521594,0.076521594,taker,USDT,market,
2022-11-09 03:01:47,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.606,0.1135,0.863281,0.000863281,taker,USDT,market,
2022-11-09 03:01:47,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.605,1.9638,14.934699,0.014934699,taker,USDT,market,
2022-11-09 03:01:47,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.6,0.0844,0.64144,0.00064144,taker,USDT,market,
2022-11-09 03:01:47,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.573,33.2731,251.9771863,0.2519771863,taker,USDT,market,
2022-11-09 03:01:47,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.567,7.3636,55.7203612,0.0557203612,taker,USDT,market,
2022-11-09 03:01:47,636aa79a5f52390001e4f6ee,FTT-USDT,buy,7.563,6.7,50.6721,0.0506721,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019133,39945.5858,7.642788931114,0.007642788931114,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,43898.0976,8.399461994784,0.008399461994784,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,3128.9617,0.598695531678,0.000598695531678,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,12232.3859,2.340544718106,0.002340544718106,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,3950.409,0.75587125806,0.00075587125806,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,11797.9397,2.257417782198,0.002257417782198,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,4947.6178,0.946677189852,0.000946677189852,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019134,40000,7.6536,0.0076536,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019135,5043.2618,0.96502814543,0.00096502814543,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019135,2333.7134,0.44655605909,0.00044655605909,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,751605.2479,143.827180238144,0.143827180238144,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,6650.5879,1.272656500544,0.001272656500544,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,1983.9214,0.379643199104,0.000379643199104,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,5716.483,1.09390618688,0.00109390618688,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,3214.673,0.61515982528,0.00061515982528,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019136,2144.3698,0.410346604928,0.000410346604928,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019137,17968.8389,3.438696700293,0.003438696700293,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019137,3341.2778,0.639420332586,0.000639420332586,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019137,30225.6557,5.784283731309,0.005784283731309,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019137,65246.4968,12.486222092616,0.012486222092616,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,48065.8426,9.198840956788,0.009198840956788,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,3577.308,0.68462520504,0.00068462520504,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,29676.571,5.67950215798,0.00567950215798,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,4751.864,0.90941173232,0.00090941173232,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,8138.6287,1.557570760606,0.001557570760606,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019138,33761.8581,6.461344403178,0.006461344403178,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,2414.4939,0.462109987521,0.000462109987521,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,10431.4663,1.996478335157,0.001996478335157,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,2155.5959,0.412559499301,0.000412559499301,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,156405.4387,29.934436912793,0.029934436912793,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,3703.21,0.7087573619,0.0007087573619,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019139,1434.6678,0.274581070242,0.000274581070242,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,616919.6139,118.07841410046,0.11807841410046,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,4570.2964,0.87475473096,0.00087475473096,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,11645.2143,2.22889401702,0.00222889401702,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,6424.8935,1.2297246159,0.0012297246159,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,22576.1082,4.32106710948,0.00432106710948,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,5446.8568,1.04252839152,0.00104252839152,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,25308.9716,4.84413716424,0.00484413716424,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,64895.7096,12.42103881744,0.01242103881744,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,9764.9119,1.86900413766,0.00186900413766,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,4280.3704,0.81926289456,0.00081926289456,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,3340.3289,0.63933895146,0.00063933895146,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,1455.5913,0.27860017482,0.00027860017482,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,1651.2542,0.31605005388,0.00031605005388,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,2912.0921,0.55737442794,0.00055737442794,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001914,692888.4319,132.61884586566,0.13261884586566,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019141,4553.9114,0.871664181074,0.000871664181074,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019141,30190.7706,5.778815400546,0.005778815400546,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019143,9922.0044,1.899369302292,0.001899369302292,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019143,130625.6785,25.005673635255,0.025005673635255,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,876549.8342,167.806700259248,0.167806700259248,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,10899.2359,2.086549720696,0.002086549720696,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,1902.8519,0.364281967736,0.000364281967736,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,8411.6019,1.610317067736,0.001610317067736,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,3226.1037,0.617605292328,0.000617605292328,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,1052.7365,0.20153587556,0.00020153587556,taker,USDT,market,
2022-11-09 03:00:10,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,8405.5811,1.609164445784,0.001609164445784,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,66578.4616,12.745780688704,0.012745780688704,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019144,6487.8678,1.242037411632,0.001242037411632,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,5281.1933,1.011084457285,0.001011084457285,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,27879.1095,5.337455513775,0.005337455513775,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,2423.7854,0.46403371483,0.00046403371483,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,11939.5366,2.28582428207,0.00228582428207,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,31340.0688,6.00005617176,0.00600005617176,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,23032.0487,4.409485723615,0.004409485723615,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,2399.8821,0.459457428045,0.000459457428045,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019145,8868.2264,1.69782194428,0.00169782194428,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019146,1659.606,0.31774816476,0.00031774816476,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019146,3836.1065,0.73446095049,0.00073446095049,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019146,9838.9346,1.883762418516,0.001883762418516,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019146,9616.461,1.84116762306,0.00184116762306,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,6738.4209,1.290205449723,0.001290205449723,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,2052.7296,0.393036136512,0.000393036136512,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,3578.8978,0.685251561766,0.000685251561766,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,4455.6938,0.853131691886,0.000853131691886,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,12536.3956,2.400343665532,0.002400343665532,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,6516.4821,1.247710827687,0.001247710827687,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,4127.275,0.79024934425,0.00079024934425,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,4069.585,0.77920343995,0.00077920343995,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,109859.3059,21.034761300673,0.021034761300673,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,5676.2944,1.086840088768,0.001086840088768,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019147,7384.2367,1.413859800949,0.001413859800949,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,4349.1935,0.83278357138,0.00083278357138,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,2036.882,0.39002216536,0.00039002216536,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,30515.7169,5.843149472012,0.005843149472012,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,3955.7143,0.757440174164,0.000757440174164,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,2510.5155,0.48071350794,0.00048071350794,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,156364.1551,29.940608418548,0.029940608418548,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,10017.6271,1.918175237108,0.001918175237108,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,4232.8315,0.81050257562,0.00081050257562,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,3281.555,0.6283521514,0.0006283521514,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,3707.6178,0.709934656344,0.000709934656344,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019148,39642.5644,7.590758231312,0.007590758231312,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019149,21496.3961,4.116344889189,0.004116344889189,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019149,8946.5453,1.713173959497,0.001713173959497,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019149,1526.962,0.29239795338,0.00029239795338,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,7291.8789,1.39639480935,0.00139639480935,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,14741.5459,2.82300603985,0.00282300603985,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,34622.2649,6.63016372835,0.00663016372835,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,5000,0.9575,0.0009575,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,27555.7251,5.27692135665,0.00527692135665,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.0001915,7094.3141,1.35856115015,0.00135856115015,taker,USDT,market,
2022-11-09 03:00:09,636aa738fe97f30001bdee2f,LUNC-USDT,sell,0.00019151,33773.8831,6.468036352481,0.006468036352481,taker,USDT,market,
2022-10-29 22:48:02,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024158,3512522.1553,848.555102277374,0.848555102277374,taker,USDT,market,
2022-10-29 22:48:02,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024154,414003.7048,99.998454857392,0.099998454857392,taker,USDT,market,
2022-10-29 22:48:02,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024154,200000,48.308,0.048308,taker,USDT,market,
2022-10-29 22:48:02,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024153,394028.0585,95.169596969505,0.095169596969505,taker,USDT,market,
2022-10-29 22:48:02,635d3d228d0e7a00015c815a,LUNC-USDT,buy,0.00024152,200000,48.304,0.048304,taker,USDT,market,
2022-10-25 00:43:59,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.00022962,3065241.0277,703.840644780474,0.703840644780474,taker,USDT,market,
2022-10-25 00:43:59,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.00022963,473084.8462,108.634473232906,0.108634473232906,taker,USDT,market,
